"","Longitude","Latitude","Date","Survey_Type"
"2016","W77.01001","N38.94748","12/09/18","transect"
"487","W77.02715","N38.95281","04/02/17","Transect1"
"62952","W77.01266","N38.94275","04/09/15","opportunistic"
"213924","W77.04913","N38.90407","02/04/18",""
"104700","W77.00705","N38.93208","03/08/16","other"
"76779","W77.00004","N38.93924","01/02/17","random"
"13136","W77.01983","N38.95548","04/23/19","N/A"
"118334","W77.02451","N38.92857","12/06/07","first_transect"
"51191","W76.99879","N38.94578","06/29/92","transect "
"63189","W77.0496","N38.94263","11/22/17",""
"70698","W77.06128","N38.94069","06/04/13","N/A"
"178749","W77.06456","N38.91305","05/14/13","opportunistic"
"20005","W77.05739","N38.95366","04/06/20","N/A"
"196618","W77.01297","N38.90856","04/27/20","other"
"136893","W77.01313","N38.92384","01/23/10","random"
"175580","W77.04134","N38.9139","12/04/14",NA
"166594","W77.03822","N38.9162","08/07/14","Other"
"91137","W77.0524","N38.93548","06/22/17",""
"5885","W77.0418","N38.95729","02/09/17",""
"2454","W77.03323","N38.94505","08/02/15","transect"
"172468","W77.00923","N38.91474","07/27/12","nontransect"
"177710","W77.00487","N38.91341","06/10/12","N/A"
"76216","W77.01391","N38.93936","04/23/84","Transect1"
"130437","W77.05895","N38.92541","02/05/04","transect"
"181954","W77.0083","N38.91232","08/15/12",""
"43743","W77.05147","N38.9476","06/30/11","other"
"79299","W77.05053","N38.93851","10/11/15","random"
"120546","W77.04913","N38.92796","02/03/17","random"
"113089","W77.02934","N38.9299","07/12/17","nontransect"
"53492","W77.00954","N38.94517","08/16/99","transect"
"210474","W77.0697","N38.90492","08/19/13",""
"4934","W77.04149","N38.9333","09/01/12","transect"
"4284","W77.0697","N38.95766","08/22/89","second_transect"
"212284","W77.00923","N38.90456","09/12/15","Other"
"133553","W77.01656","N38.92469","06/29/11",NA
"50661","W77.0217","N38.95754","06/03/11","N/A"
"68743","W77.07048","N38.94117","01/26/11",""
"6396","W77.03464","N38.9276","08/18/14","transect"
"15292","W77.05318","N38.95487","03/07/15","otehr"
"56809","W77.0097","N38.94433","02/01/04","transect"
"67958","W77.04508","N38.94142","11/20/19","Other"
"132064","W77.027","N38.92505","09/27/13","other"
"120917","W77.06518","N38.92784","01/22/20","N/A"
"1392","W77.02108","N38.94978","11/11/12","transect"
"183344","W77.01328","N38.91196","06/11/19",NA
"118264","W77.03541","N38.92857","04/10/14",""
"13252","W77.00175","N38.95548","07/02/11","N/A"
"36849","W77.0178","N38.94942","05/13/18","random"
"83629","W77.04056","N38.93742","06/13/10",""
"111296","W77.01328","N38.93039","10/17/17",""
"88288","W77.05318","N38.9362","09/30/11",""
"125697","W77.05895","N38.92663","09/24/11","Other"
"145899","W77.01313","N38.92154","03/18/16","Other"
"26048","W77.00206","N38.9522","12/18/07","transect"
"64371","W77.01313","N38.94239","05/06/16","random"
"135993","W77.00565","N38.92408","01/19/81","transect"
"198033","W77.01406","N38.9082","02/11/86","TRANSECT"
"5282","W77.01625","N38.93233","04/21/16","transect"
"3255","W77.01313","N38.94105","06/27/10","transect"
"182440","W77.00643","N38.9122","03/28/18",NA
"149799","W77.07017","N38.92044","11/13/16",NA
"7285","W77.03292","N38.92372","03/02/18","transect"
"186946","W77.04289","N38.91099","02/22/10","otehr"
"24863","W77.039","N38.95245","11/19/17",""
"25471","W77.04492","N38.95814","06/28/18","random"
"60767","W77.0577","N38.94324","03/07/10","otehr"
"102548","W77.04695","N38.93257","11/28/13","nontransect"
"208668","W77.05567","N38.90541","08/21/12","other"
"169207","W77.00035","N38.91559","08/18/89","Transect"
"151362","W77.04819","N38.92008","11/30/11","other"
"213237","W77.00845","N38.90432","06/05/18","N/A"
"35497","W77.00689","N38.94978","09/28/19",NA
"59192","W77.00767","N38.94372","02/15/00","transect"
"198993","W77.01219","N38.90795","11/01/18","random"
"24252","W77.06035","N38.95257","05/22/78","transect4"
"13771","W77.06861","N38.95523","05/31/15","other"
"27751","W77.03214","N38.95172","03/20/15","nontransect"
"30048","W77.04352","N38.95111","09/09/78","transect"
"8608","W77.05599","N38.91729","03/27/18","transect"
"118403","W77.01375","N38.92857","11/23/10","Other"
"49327","W77.06767","N38.94614","09/15/89","transect "
"120558","W77.04726","N38.92796","04/29/10","other"
"109914","W77.00705","N38.93075","08/01/16",NA
"169170","W77.00612","N38.91559","02/15/78","first_transect"
"108421","W77.01812","N38.93111","10/18/14","nontransect"
"79804","W77.0457","N38.93839","12/23/11","otehr"
"129765","W77.01593","N38.92566","01/14/10","nontransect"
"164030","W77.06845","N38.91681","07/21/13","N/A"
"171702","W77.05474","N38.91487","05/16/18","Other"
"90462","W77.00986","N38.93572","03/04/85","Transect4"
"18725","W77.03526","N38.95402","03/20/79","transect"
"117721","W77.04617","N38.92869","08/03/14",""
"163985","W77.0016","N38.91693","03/19/19",""
"64559","W77.0577","N38.94227","02/20/11","opportunistic"
"123559","W77.02279","N38.92723","06/01/10","nontransect"
"19363","W77.0097","N38.9539","10/17/12","N/A"
"122255","W77.0044","N38.9276","02/03/18","opportunistic"
"148053","W77.04679","N38.92093","12/26/17",""
"158993","W77.04087","N38.91814","01/12/13","Other"
"123091","W77.02186","N38.92735","10/28/03","transect"
"194090","W77.0376","N38.90917","10/02/14",""
"192120","W77.04913","N38.90965","05/11/12","otehr"
"217213","W77.05365","N38.90322","04/09/15","opportunistic"
"135037","W77.00689","N38.92432","02/04/18",""
"42448","W77.03167","N38.94796","03/05/05","transect"
"209562","W77.06409","N38.90516","01/02/17","random"
"211364","W77.00487","N38.9048","04/23/19","N/A"
"31871","W77.05489","N38.95063","01/15/14",NA
"59951","W77.03713","N38.94348","12/17/86","transect"
"103327","W76.99941","N38.93245","11/22/17",""
"3716","W77.04009","N38.93839","11/26/13","transect"
"121756","W77.0083","N38.92772","05/14/13","opportunistic"
"45075","W77.06549","N38.94723","04/06/20","N/A"
"112063","W77.04149","N38.93014","04/27/20","other"
"204830","W77.06284","N38.90638","09/17/00","transect3"
"181327","W77.03214","N38.91244","12/04/14",NA
"201797","W77.01843","N38.90723","08/07/14","Other"
"183990","W77.06035","N38.91171","06/22/17",""
"74413","W76.99941","N38.93984","02/09/17",""
"170644","W77.07188","N38.91511","09/04/19","opportunistic"
"162762","W77.04445","N38.91717","07/27/12","nontransect"
"61623","W77.07204","N38.94299","06/10/12","N/A"
"201129","W77.04866","N38.90735","12/09/13","nontransect"
"114656","W77.00674","N38.92954","08/10/19","otehr"
"126043","W77.00502","N38.92663","08/15/12",""
"212051","W77.04554","N38.90456","06/30/11","other"
"100425","W77.00845","N38.93317","10/11/15","random"
"128295","W77.02341","N38.92602","05/17/93","transect"
"73194","W77.04165","N38.94008","07/12/17","nontransect"
"85694","W77.01422","N38.93693","09/24/15","other"
"184178","W77.03105","N38.91171","08/19/13",""
"47191","W77.03121","N38.94675","04/09/05","transect"
"27843","W77.0178","N38.95172","12/16/12","Other"
"55466","W77.07126","N38.94457","09/12/15","Other"
"112057","W77.04243","N38.93014","05/10/96","transect1"
"41341","W77.05645","N38.9482","06/03/11","N/A"
"119457","W77.0711","N38.9282","01/26/11",""
"166056","W77.04819","N38.91632","04/07/19","nontransect"
"102396","W77.07063","N38.93257","05/10/89","first_transect"
"207666","W77.06409","N38.90565","12/27/12",""
"127297","W77.03121","N38.92626","11/20/19","Other"
"127268","W77.03573","N38.92626","08/05/88","transect"
"39579","W77.03557","N38.94869","01/22/20","N/A"
"35020","W77.00736","N38.9499","12/17/97","transect"
"18829","W77.01905","N38.95402","06/11/19",NA
"143192","W77.06565","N38.92214","04/10/14",""
"42774","W77.05474","N38.94784","07/02/11","N/A"
"198902","W77.02638","N38.90795","05/13/18","random"
"160779","W77.05801","N38.91766","03/15/07","TRANSECT"
"190296","W77.03791","N38.91014","10/17/17",""
"92452","W77.06908","N38.93511","09/30/11",""
"127484","W77.00206","N38.92626","09/24/11","Other"
"95126","W77.0217","N38.93451","03/18/16","Other"
"53198","W77.05536","N38.94517","05/01/19",""
"120723","W77.02154","N38.92796","05/06/16","random"
"128151","W77.04586","N38.92602","05/17/01","transect"
"52791","W77.04492","N38.9453","04/15/15",""
"63916","W77.01017","N38.94251","04/05/15",NA
"61775","W77.04835","N38.94299","04/04/20","Other"
"157889","W77.06518","N38.91838","12/23/83","transect"
"107662","W77.06253","N38.93123","11/13/16",NA
"10994","W77.01967","N38.9065","03/15/14","transect"
"134205","W77.06269","N38.92445","02/22/10","otehr"
"83125","W77.04523","N38.93754","11/19/17",""
"70395","W77.03464","N38.94081","06/28/18","random"
"83990","W77.05817","N38.9373","03/07/10","otehr"
"201970","W77.06534","N38.90711","11/28/13","nontransect"
"103722","W77.01173","N38.93233","08/21/12","other"
"191151","W77.0524","N38.90989","11/26/10","otehr"
"95723","W77.00253","N38.93439","11/30/11","other"
"1626","W77.04071","N38.95838","06/05/18","N/A"
"82184","W77.04414","N38.93778","09/28/19",NA
"136517","W77.07173","N38.92384","08/23/02","Transect3"
"123388","W77.04944","N38.92723","11/01/18","random"
"15629","W77.00066","N38.95487","10/23/17","random"
"213138","W77.02388","N38.90432","08/09/09","transect"
"120310","W77.01204","N38.92808","03/20/15","nontransect"
"97682","W77.06658","N38.93378","10/02/01","transect"
"196428","W77.04258","N38.90856","03/11/14","random"
"110131","W77.05521","N38.95596","11/23/10","Other"
"92182","W77.03728","N38.93523","02/06/18","opportunistic"
"40739","W77.00253","N38.94845","04/29/10","other"
"41750","W77.06658","N38.94808","08/01/16",NA
"137420","W77.00487","N38.92372","02/21/19","Other"
"3299","W77.00892","N38.94081","03/16/20","transect"
"104362","W77.05973","N38.93208","12/23/11","otehr"
"41807","W77.0577","N38.94808","01/14/10","nontransect"
"18477","W77.00004","N38.95414","07/21/13","N/A"
"124101","W77.01219","N38.92711","05/16/18","Other"
"157926","W77.05941","N38.91838","04/21/14","otehr"
"65710","W77.02606","N38.94202","02/18/20","random"
"205826","W77.05536","N38.90614","08/03/14",""
"217201","W77.05552","N38.90322","03/19/19",""
"194176","W77.02419","N38.90917","02/20/11","opportunistic"
"56530","W77.05318","N38.94433","06/01/10","nontransect"
"9273","W77.05552","N38.91474","02/16/12","transect"
"174571","W77.05084","N38.91414","02/03/18","opportunistic"
"52421","W77.02871","N38.94542","12/26/17",""
"79127","W77.00347","N38.93863","01/12/13","Other"
"151417","W77.03962","N38.92008","12/23/10","otehr"
"65675","W77.03152","N38.94202","10/02/14",""
"108203","W77.05209","N38.93111","10/05/82","transects"
"36055","W77.06767","N38.94954","04/09/15","opportunistic"
"39764","W77.00674","N38.94869","02/04/18",""
"56231","W77.00877","N38.95742","03/08/16","other"
"165652","W77.03728","N38.91644","10/08/92","Transect3"
"33887","W77.03619","N38.95014","04/23/19","N/A"
"31875","W77.05427","N38.95063","07/15/90","transect"
"110526","W77.05941","N38.93051","07/09/19","other"
"201008","W77.06752","N38.90735","12/20/91","Transect4"
"58693","W77.01157","N38.94384","06/04/13","N/A"
"136986","W76.99864","N38.92384","05/14/13","opportunistic"
"1904","W77.07126","N38.95826","09/18/81","transect"
"166451","W77.06051","N38.9162","04/27/20","other"
"174614","W77.04414","N38.91414","09/05/81","transect"
"144498","W77.00986","N38.9219","12/04/14",NA
"1302","W77.01126","N38.95014","07/26/17","transect"
"78336","W77.05287","N38.93875","04/29/06","transect"
"146583","W77.05427","N38.92129","02/09/17",""
"8308","W77.03432","N38.91875","08/01/18","transect"
"163683","W77.04866","N38.91693","07/27/12","nontransect"
"208572","W77.07063","N38.90541","06/10/12","N/A"
"108686","W77.05069","N38.93099","12/09/13","nontransect"
"125123","W77.00066","N38.92687","03/29/86","transect"
"76079","W77.03526","N38.93936","08/15/12",""
"57245","W77.01562","N38.9442","06/30/11","other"
"7474","W77.0457","N38.92287","06/14/13","transect"
"12759","W77.00471","N38.9556","10/06/87","transect"
"198685","W77.06019","N38.90795","07/12/17","nontransect"
"30790","W77.00175","N38.95099","09/24/15","other"
"82595","W77.05396","N38.93766","11/28/08","transect3"
"79429","W77.03027","N38.93851","03/10/12","N/A"
"77517","W77.03276","N38.93899","08/08/09","TRANSECT"
"112657","W77.02279","N38.93002","09/12/15","Other"
"47258","W77.02076","N38.94675","06/29/11",NA
"129639","W77.03557","N38.92566","06/03/11","N/A"
"119873","W77.00627","N38.9282","03/19/84","second_transect"
"163297","W77.03495","N38.91705","04/07/19","nontransect"
"207840","W77.03697","N38.90565","03/07/15","otehr"
"112454","W77.05443","N38.93002","12/27/12",""
"56280","W77.01827","N38.94445","11/20/19","Other"
"60727","W77.06393","N38.94324","09/27/13","other"
"28502","W77.06284","N38.95148","01/22/20","N/A"
"28162","W77.003","N38.95814","08/04/15","random"
"46631","W77.04461","N38.94687","06/11/19",NA
"103591","W77.00939","N38.9562","04/10/14",""
"95222","W77.00674","N38.93451","07/02/11","N/A"
"46236","W77.0323","N38.94699","05/13/18","random"
"83907","W77.0711","N38.9373","06/13/10",""
"11174","W77.03479","N38.90577","08/11/13","transect"
"127930","W77.00643","N38.92614","09/30/11",""
"153262","W77.04757","N38.9196","09/24/11","Other"
"80275","W77.04617","N38.93827","03/18/16","Other"
"61246","W77.05692","N38.94311","05/01/19",""
"114185","W77.00627","N38.92966","05/06/16","random"
"12690","W77.01547","N38.9556","02/13/18",NA
"152819","W77.04274","N38.91972","04/15/15",""
"77081","W77.02684","N38.93911","04/05/15",NA
"122041","W77.03775","N38.9276","04/10/94","transect"
"97742","W77.05723","N38.93378","12/11/86","Transect5"
"80283","W77.04492","N38.93827","11/13/16",NA
"37992","W77.06128","N38.94905","12/17/10","N/A"
"127879","W77.01438","N38.92614","02/22/10","otehr"
"142940","W77.03105","N38.92226","11/19/17",""
"90009","W77.00658","N38.93584","06/28/18","random"
"62209","W77.05458","N38.94287","03/09/96","Transect2"
"12168","W77.02295","N38.95572","11/28/13","nontransect"
"50995","W77.02934","N38.94578","08/21/12","other"
"79169","W77.07079","N38.93851","11/26/10","otehr"
"53471","W77.01282","N38.94517","11/30/11","other"
"148456","W77.05786","N38.92081","12/29/99","transect"
"28252","W77.02793","N38.9516","11/12/08","transect"
"161761","W77.05271","N38.91741","12/25/15","random"
"146669","W77.04087","N38.92129","11/01/18","random"
"96252","W77.06783","N38.93414","05/25/96","transect"
"108384","W77.02388","N38.93111","05/31/15","other"
"139634","W77.02918","N38.92311","03/20/15","nontransect"
"109869","W77.01406","N38.93075","04/06/10","Other"
"83198","W77.03386","N38.93754","12/15/04","transect"
"84006","W77.05567","N38.9373","11/23/10","Other"
"157720","W77.01765","N38.9185","02/06/18","opportunistic"
"119603","W77.04835","N38.9282","04/29/10","other"
"117218","W77.05069","N38.92881","08/01/16",NA
"98508","W77.01173","N38.93366","02/21/19","Other"
"209146","W77.05505","N38.90529","10/18/14","nontransect"
"6008","W77.02388","N38.92917","05/21/18","transect"
"191701","W77.04056","N38.90977","01/14/10","nontransect"
"115266","W77.05941","N38.92929","07/21/13","N/A"
"15611","W77.00347","N38.95487","05/16/18","Other"
"206662","W76.99895","N38.90601","04/21/14","otehr"
"2539","W77.04617","N38.95814","02/18/20","random"
"61162","W77.07001","N38.94311","08/03/14",""
"75390","W77.06876","N38.93948","03/19/19",""
"135827","W77.03152","N38.92408","02/20/11","opportunistic"
"140281","W77.00222","N38.92299","06/01/10","nontransect"
"5352","W77.02217","N38.93208","05/27/17","transect"
"17717","W77.04461","N38.95426","06/06/83","second_transect"
"164957","W77.07173","N38.91656","12/26/17",""
"111384","W76.99957","N38.93039","02/02/08","transect1"
"180671","W77.06051","N38.91256","12/23/10","otehr"
"199448","W77.01515","N38.90783","10/02/14",""
"170753","W77.05489","N38.91511","01/17/92","transect4"
"7731","W77.0496","N38.95681","04/09/15","opportunistic"
"125445","W77.02435","N38.92675","02/04/18",""
"101821","W77.01251","N38.93281","04/21/79","transect"
"166207","W77.02466","N38.91632","01/02/17","random"
"51543","W77.0178","N38.94566","04/23/19","N/A"
"57558","W77.04071","N38.94408","01/15/14",NA
"64685","W77.03806","N38.94227","07/09/19","other"
"151860","W77.04445","N38.91996","11/22/17",""
"199138","W77.06347","N38.90783","06/04/13","N/A"
"137181","W77.04212","N38.92372","05/14/13","opportunistic"
"148143","W77.03276","N38.92093","11/01/81","transect"
"165950","W77.06471","N38.91632","04/27/20","other"
"29040","W77.05287","N38.95136","04/20/01","Transect5"
"62589","W77.06923","N38.94275","12/04/14",NA
"63470","W77.0058","N38.94263","08/07/14","Other"
"76384","W77.0616","N38.93924","06/22/17",""
"100623","W77.05147","N38.93305","02/09/17",""
"67414","W77.05599","N38.94154","09/04/19","opportunistic"
"1261","W77.0111","N38.95026","02/08/18","transect"
"115031","W77.02217","N38.92942","06/10/12","N/A"
"217185","W77.05801","N38.90322","12/09/13","nontransect"
"108082","W77.07095","N38.93111","03/19/95","Transect5"
"176233","W77.01344","N38.91377","08/15/12",""
"41345","W77.05583","N38.9482","06/30/11","other"
"102728","W77.01889","N38.93257","10/11/15","random"
"190606","W77.06347","N38.91002","02/03/17","random"
"123297","W77.06362","N38.92723","07/12/17","nontransect"
"115607","W77.00627","N38.92929","09/24/15","other"
"149449","W77.05084","N38.92057","08/19/13",""
"7350","W77.04056","N38.92348","10/31/15","transect"
"127882","W77.01391","N38.92614","12/16/12","Other"
"59978","W77.03292","N38.94348","09/12/15","Other"
"172538","W77.07219","N38.91462","06/29/11",NA
"154839","W77.02341","N38.91923","06/03/11","N/A"
"117005","W77.01001","N38.92893","01/26/11",""
"200624","W77.05349","N38.90747","04/07/19","nontransect"
"121443","W77.05708","N38.92772","03/07/15","otehr"
"95134","W77.02045","N38.93451","12/27/12",""
"128697","W77.03464","N38.9259","11/20/19","Other"
"135831","W77.03089","N38.92408","09/27/13","other"
"97422","W77.03323","N38.9339","01/22/20","N/A"
"52041","W77.01406","N38.94554","08/04/15","random"
"3599","W77.02123","N38.93899","02/01/19","transect"
"100754","W77.03105","N38.93305","04/10/14",""
"13840","W77.05786","N38.95523","07/02/11","N/A"
"82699","W77.03775","N38.93766","05/13/18","random"
"137425","W77.00409","N38.92372","06/13/10",""
"105269","W77.06612","N38.93184","10/17/17",""
"100344","W77.02108","N38.93317","09/30/11",""
"86071","W77.02934","N38.93681","09/24/11","Other"
"3507","W77.04305","N38.9579","03/18/16","Other"
"36449","W77.00627","N38.94954","04/30/91","transect"
"185358","W77.06876","N38.91135","05/06/16","random"
"10730","W77.06876","N38.90735","09/12/12","transect"
"6497","W77.0203","N38.95717","04/15/15",""
"207058","W77.0111","N38.90589","11/22/95","transect"
"9486","W77.07157","N38.95632","04/04/20","Other"
"216885","W77.03089","N38.90335","03/28/18",NA
"190164","W77.05848","N38.91014","11/13/16",NA
"54942","W77.00518","N38.94481","12/17/10","N/A"
"189295","W77.04617","N38.91038","09/01/99","transect"
"182486","W76.99926","N38.9122","11/19/17",""
"9027","W77.04586","N38.91559","07/24/15","transect"
"122697","W77.00939","N38.92748","03/07/10","otehr"
"63504","W77.00051","N38.94263","11/28/13","nontransect"
"24038","W77.01983","N38.95269","08/21/12","other"
"17561","W77.06892","N38.95426","11/26/10","otehr"
"58465","W77.0471","N38.94384","11/30/11","other"
"150996","W77.03136","N38.9202","06/05/18","N/A"
"204631","W77.01999","N38.9065","09/28/19",NA
"190274","W77.04134","N38.91014","12/25/15","random"
"87031","W77.04586","N38.95657","11/01/18","random"
"31326","W77.06596","N38.95075","10/23/17","random"
"97529","W77.01656","N38.9339","05/31/15","other"
"85891","W77.06362","N38.95657","04/05/84","transects"
"152753","W77.05302","N38.91972","04/06/10","Other"
"168999","W77.03276","N38.91559","03/11/14","random"
"149955","W77.04586","N38.92044","11/23/10","Other"
"170384","W77.03853","N38.91523","02/06/18","opportunistic"
"123555","W77.02341","N38.92723","04/29/10","other"
"157726","W77.01671","N38.9185","08/01/16",NA
"189004","W77.01765","N38.9105","12/15/98","transect"
"149971","W77.04336","N38.92044","10/18/14","nontransect"
"150730","W76.99895","N38.92032","12/23/11","otehr"
"7952","W77.05225","N38.92044","05/09/16","transect"
"176487","W77.04773","N38.91365","07/02/81","Transect5"
"89858","W77.03012","N38.93584","05/16/18","Other"
"115083","W77.01406","N38.92942","04/21/14","otehr"
"36997","W77.06861","N38.9493","02/18/20","random"
"160559","W77.01843","N38.91778","08/03/14",""
"152332","W77.04476","N38.91984","03/19/19",""
"59228","W77.00206","N38.94372","02/20/11","opportunistic"
"69127","W77.01064","N38.94117","06/01/10","nontransect"
"6846","W77.02217","N38.92566","03/02/10","transect"
"101179","W77.03869","N38.93293","02/03/18","opportunistic"
"207902","W77.02731","N38.90565","12/26/17",""
"20283","W77.01406","N38.95366","01/12/13","Other"
"206929","W77.03121","N38.90589","12/23/10","otehr"
"175524","W77.05006","N38.9139","11/18/04","transect"
"140352","W77.06502","N38.92287","05/11/12","otehr"
"43907","W77.02591","N38.9476","10/02/81","transect"
"110157","W77.04305","N38.93063","02/04/18",""
"75837","W76.9991","N38.93948","10/18/98","transect"
"161979","W77.01874","N38.91741","01/02/17","random"
"158145","W77.02528","N38.91838","04/23/19","N/A"
"10057","W77.06362","N38.91123","12/07/17","transect"
"2978","W77.02076","N38.94214","10/07/11","transect"
"19123","W77.0471","N38.9539","01/01/87","transect"
"92710","W77.02887","N38.93511","06/04/13","N/A"
"121208","W77.01983","N38.92784","05/14/13","opportunistic"
"174046","W77.05879","N38.91426","03/10/94","Transect1"
"184780","W77.0111","N38.91159","04/27/20","other"
"136725","W77.03931","N38.92384","01/23/10","random"
"3541","W77.03822","N38.93924","05/11/13","thirdtransect"
"129198","W77.03043","N38.92578","08/07/14","Other"
"1112","W77.04695","N38.95851","06/22/17",""
"893","W77.00814","N38.95136","05/01/10","transect"
"2329","W77.00892","N38.94602","12/26/10","transect"
"170243","W77.06051","N38.91523","07/27/12","nontransect"
"127013","W77.0016","N38.92638","06/10/12","N/A"
"177943","W77.04243","N38.91329","03/17/98","transect"
"92952","W77.06502","N38.93499","08/10/19","otehr"
"54750","W77.0351","N38.94481","08/15/12",""
"6831","W77.0457","N38.92566","12/05/10","transect"
"46846","W77.0111","N38.94687","02/28/09","transect"
"64144","W77.04851","N38.94239","02/03/17","random"
"31843","W77.01952","N38.95802","07/12/17","nontransect"
"118117","W77.05832","N38.92857","09/24/15","other"
"122383","W77.05832","N38.92748","08/19/13",""
"51647","W77.0016","N38.94566","09/22/08","transect"
"52999","W77.01251","N38.9453","12/16/12","Other"
"86240","W77.003","N38.93681","10/09/87","transect"
"217098","W77.07157","N38.90322","09/11/82","transect"
"41559","W77.02248","N38.9482","06/03/11","N/A"
"103051","W77.04243","N38.93245","01/26/11",""
"177446","W77.04601","N38.91341","04/07/19","nontransect"
"12791","W76.99973","N38.9556","03/07/15","otehr"
"4347","W77.00783","N38.93608","03/19/18","transect"
"181321","W77.03308","N38.91244","11/20/19","Other"
"126140","W77.06378","N38.92651","07/22/97","Transect4"
"101392","W77.00549","N38.93293","01/22/20","N/A"
"120652","W77.03261","N38.92796","08/04/15","random"
"157124","W77.03666","N38.91863","06/11/19",NA
"165963","W77.06269","N38.91632","04/10/14",""
"7233","W77.01734","N38.92396","01/04/18","transect"
"195122","W77.02451","N38.90892","05/12/88","transect"
"54486","W77.00238","N38.94493","06/13/10",""
"170300","W77.05162","N38.91523","10/17/17",""
"65605","W77.04243","N38.94202","09/30/11",""
"111347","W77.00534","N38.93039","09/24/11","Other"
"110786","W77.01889","N38.93051","03/18/16","Other"
"39162","W77.02669","N38.94881","05/01/19",""
"29096","W77.04414","N38.95136","05/06/16","random"
"106282","W77.05599","N38.9316","02/13/18",NA
"3322","W77.01313","N38.94069","02/01/10","transect"
"40910","W77.04975","N38.94833","04/05/15",NA
"20441","W77.06331","N38.95354","04/04/20","Other"
"152127","W77.00284","N38.91996","03/28/18",NA
"56881","W77.07235","N38.9442","11/13/16",NA
"214546","W77.02606","N38.90395","12/17/10","N/A"
"183619","W77.0443","N38.91183","07/16/97","transect "
"1656","W77.0097","N38.94881","03/19/10","transect"
"132778","W77.06347","N38.92481","06/28/18","random"
"11067","W77.03495","N38.90626","05/06/15","Transect4"
"36597","W77.05708","N38.94942","11/28/13","nontransect"
"203764","W77.00736","N38.90674","08/21/12","other"
"131511","W77.03931","N38.92517","11/26/10","otehr"
"55352","W77.01515","N38.94469","11/30/11","other"
"122860","W77.05786","N38.92735","08/01/04","Transect"
"19894","W77.00082","N38.95378","09/28/19",NA
"182445","W77.00565","N38.9122","12/25/15","random"
"176377","W77.06487","N38.91365","11/01/18","random"
"17983","W77.00315","N38.95426","10/23/17","random"
"185414","W77.06004","N38.91135","05/31/15","other"
"51780","W77.05474","N38.94554","03/20/15","nontransect"
"10481","W77.02575","N38.9088","05/10/17","transect"
"42249","W77.06269","N38.94796","03/11/14","random"
"37959","W77.06643","N38.94905","11/23/10","Other"
"185020","W77.04757","N38.91147","02/06/18","opportunistic"
"64834","W77.01484","N38.94227","01/04/98","transect"
"21519","W77.04305","N38.95329","08/01/16",NA
"11209","W77.01422","N38.90565","02/01/17","transect"
"36707","W77.03993","N38.94942","10/18/14","nontransect"
"107341","W77.02482","N38.95608","12/23/11","otehr"
"32528","W77.02638","N38.95051","01/14/10","nontransect"
"176757","W77.00565","N38.91365","07/21/13","N/A"
"95208","W77.00892","N38.93451","05/16/18","Other"
"64459","W76.99941","N38.94239","04/21/14","otehr"
"103696","W77.01578","N38.93233","02/18/20","random"
"150739","W77.07141","N38.9202","08/03/14",""
"97618","W77.00269","N38.9339","03/19/19",""
"202104","W77.04445","N38.90711","02/20/11","opportunistic"
"794","W77.02264","N38.95863","06/01/10","nontransect"
"153394","W77.027","N38.9196","10/17/12","N/A"
"162267","W77.04773","N38.91729","02/03/18","opportunistic"
"112313","W77.00253","N38.93014","12/26/17",""
"4155","W77.01593","N38.95778","01/12/13","Other"
"208643","W77.05957","N38.90541","12/23/10","otehr"
"8150","W77.05427","N38.9196","10/15/18","transect"
"2946","W77.03635","N38.94227","04/07/14","transect"
"200331","W77.02528","N38.90759","04/09/15","opportunistic"
"203467","W77.05365","N38.90674","02/04/18",""
"34919","W77.0231","N38.9499","03/08/16","other"
"213083","W77.03245","N38.90432","01/02/17","random"
"70203","W77.06456","N38.94081","04/23/19","N/A"
"58612","W77.02419","N38.94384","01/15/14",NA
"97386","W77.03884","N38.9339","07/09/19","other"
"1503","W77.00892","N38.94942","03/26/20","transect"
"2753","W77.01282","N38.95814","06/04/13","N/A"
"41339","W77.05676","N38.9482","05/14/13","opportunistic"
"7655","W77.03635","N38.92202","03/25/10","transect"
"86800","W77.06347","N38.93657","04/27/20","other"
"161201","W77.06612","N38.91753","01/23/10","random"
"52625","W77.07079","N38.9453","12/04/14",NA
"5416","W77.04617","N38.93172","09/30/11","second_transect"
"51091","W77.01438","N38.94578","06/22/17",""
"22181","W77.01375","N38.95317","02/09/17",""
"192943","W77.06861","N38.90941","09/04/19","opportunistic"
"63979","W77.00035","N38.94251","07/27/12","nontransect"
"64758","W77.02669","N38.94227","09/28/99","Transect2"
"173745","W77.03183","N38.91438","12/09/13","nontransect"
"23671","W77.00315","N38.95281","08/10/19","otehr"
"214252","W77.07188","N38.90395","07/10/90","transect1"
"214121","W77.01843","N38.90407","06/30/11","other"
"5473","W77.00783","N38.9316","04/10/14","transect"
"95469","W77.04212","N38.93439","01/28/80","transect"
"59985","W77.03183","N38.94348","07/12/17","nontransect"
"78671","W77.0284","N38.95681","09/24/15","other"
"201719","W77.03058","N38.90723","08/19/13",""
"9113","W77.05786","N38.91523","07/02/10","transects"
"180716","W77.05349","N38.91256","12/16/12","Other"
"73768","W77.02606","N38.93996","09/12/15","Other"
"108822","W77.02949","N38.93099","06/29/11",NA
"215851","W77.0443","N38.90359","06/03/11","N/A"
"134021","W77.01749","N38.92457","04/24/80","transect"
